,ICE_IME_id,ICE_IME_id_need_manual_curation,Segment_number,Comments_ICE_IME_structure,Is_hit_blast,Is_hit_HMM,CDS_num,Genome_accession,Genome_accession_rank,CDS_locus_tag,CDS_protein_id,CDS_strand,CDS_start,CDS_end,CDS_length,Is_pseudo,CDS_Protein_type,CDS_Protein_type_blast,Description_of_blast_most_similar_ref_SP,Id_of_blast_most_similar_ref_SP,Length_of_blast_most_similar_ref_SP,Blast_ali_length,Blast_ali_start_CDS,Blast_ali_end_CDS,Blast_ali_start_Query_blast,Blast_ali_end_Query_blast,Blast_ali_identity_perc,Blast_ali_E-value,Blast_ali_bitscore,CDS_coverage_blast,Blast_ali_coverage_most_similar_ref_SP,Protein_type_of_blast_most_similar_ref_SP,Associated_element_type_of_blast_most_similar_ref_SP,ICE_superfamily_of_most_similar_ref_SP,ICE_family_of_most_similar_ref_SP,IME_superfamily_of_most_similar_ref_SP,Relaxase_family_domain_of_most_similar_ref_SP,Relaxase_family_MOB_of_most_similar_ref_SP,Coupling_type_of_most_similar_ref_SP,False_positives,SP_blast_validation,Use_annotation,Protein_type_of_matching_HMM_profile,Description_of_matching_HMM_profile,Profile_name,Length_of_matching_HMM_profile,HMM_ali_i-Evalue,HMM_ali_E-value,HMM_ali_Score,HMM_ali_Bias,HMM_ali_Global_score,HMM_ali_Global_bias,HMM_coverage,CDS_coverage_hmm,Genome,Population
158,,,2,,1,1,1451,KRP158G173c1Orange,1,EIOHMKFJ_01480,-,+,1369975,1371006,343,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,BAA19318,368.0,322.0,5.0,290.0,24.0,339.0,25.47,1.92e-14,67.0,83.38,85.87,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,3.1e-26,9.999999999999999e-27,78.4,0.0,79.9,0.0,85.47,41.98,KRP1_SE058_G173_cluster1_Orange,Orange
159,,,3,,1,1,1638,KRP158G173c1Orange,1,EIOHMKFJ_01673,-,+,1551614,1552612,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397.0,259.0,98.0,310.0,121.0,376.0,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP1_SE058_G173_cluster1_Orange,Orange
160,ID_1,,1,,0,1,212,KRP158G173c2veneni,1,BHAENOON_00217,-,+,211333,212886,517,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp1,110,9.2e-06,3.5e-06,12.7,0.0,14.0,0.0,43.64,11.22,KRP1_SE058_G173_cluster2_veneni,veneni
161,ID_1,,1,Downstream integrase BHAENOON_00241 has been associated to the structure ID_1 pre-merging because it is adjacent to the conj module and there is no upstream/downstream ambiguity. ,0,1,235,KRP158G173c2veneni,1,BHAENOON_00241,-,-,234425,235603,392,-,Tyrosine integrase,,,,,,,,,,,,,,,,,,,,,,,,,,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,6.1e-07,3.3e-07,15.6,0.0,16.4,0.0,68.02,32.4,KRP1_SE058_G173_cluster2_veneni,veneni
162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP1_SE058_G173_cluster4_Green,Green
163,,__IMEICEID_BasicEMStructure__1__,1,The SP EMNIDAJG_00186 seems to be an isolated coupling protein and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,184,KRP158G174c2Orange,1,EMNIDAJG_00186,-,-,177610,179880,756,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,3.7e-17,1.9e-17,48.4,0.0,49.4,0.0,93.69,26.98,KRP1_SE058_G174_cluster2_Orange,Orange
164,,,2,,1,1,1475,KRP158G174c2Orange,1,EMNIDAJG_01507,-,+,1385688,1386719,343,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,BAA19318,368.0,322.0,5.0,290.0,24.0,339.0,25.47,1.92e-14,67.0,83.38,85.87,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,3.1e-26,9.999999999999999e-27,78.4,0.0,79.9,0.0,85.47,41.98,KRP1_SE058_G174_cluster2_Orange,Orange
165,,,3,,1,1,1661,KRP158G174c2Orange,1,EMNIDAJG_01698,-,+,1566358,1567356,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397.0,259.0,98.0,310.0,121.0,376.0,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP1_SE058_G174_cluster2_Orange,Orange
166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP1_SE058_G174_cluster3_Green,Green
167,,__IMEICEID_BasicEMStructure__1__,1,The SP MCJIFHIC_00186 seems to be an isolated coupling protein and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,184,KRP158G175c1Orange,1,MCJIFHIC_00186,-,-,177610,179880,756,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,3.7e-17,1.9e-17,48.4,0.0,49.4,0.0,93.69,26.98,KRP1_SE058_G175_cluster1_Orange,Orange
168,,,2,,1,1,1490,KRP158G175c1Orange,1,MCJIFHIC_01522,-,+,1403586,1404617,343,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,BAA19318,368.0,322.0,5.0,290.0,24.0,339.0,25.47,1.92e-14,67.0,83.38,85.87,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,3.1e-26,9.999999999999999e-27,78.4,0.0,79.9,0.0,85.47,41.98,KRP1_SE058_G175_cluster1_Orange,Orange
169,,,3,,1,1,1667,KRP158G175c1Orange,1,MCJIFHIC_01705,-,-,1576752,1577750,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397.0,259.0,98.0,310.0,121.0,376.0,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP1_SE058_G175_cluster1_Orange,Orange
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP1_SE058_G175_cluster2_Green,Green
171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP1_SE058_G176_cluster2_Green,Green
172,,,1,,0,1,873,KRP158G176c3veneni,1,CONJEMLF_00890,-,-,870346,871524,392,-,Tyrosine integrase,,,,,,,,,,,,,,,,,,,,,,,,,,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,6.1e-07,3.3e-07,15.6,0.0,16.4,0.0,68.02,32.4,KRP1_SE058_G176_cluster3_veneni,veneni
173,,__IMEICEID_BasicEMStructure__1__,2,The SP CONJEMLF_01293 seems to be an isolated coupling protein and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,1263,KRP158G176c3veneni,1,CONJEMLF_01293,-,+,1246267,1247820,517,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp1,110,9.2e-06,3.5e-06,12.7,0.0,14.0,0.0,43.64,11.22,KRP1_SE058_G176_cluster3_veneni,veneni
174,,__IMEICEID_BasicEMStructure__1__,1,The SP LHFBJADB_00186 seems to be an isolated coupling protein and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,184,KRP158G176c4Orange,1,LHFBJADB_00186,-,-,177631,179901,756,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,3.7e-17,1.9e-17,48.4,0.0,49.4,0.0,93.69,26.98,KRP1_SE058_G176_cluster4_Orange,Orange
175,,,2,,1,1,1489,KRP158G176c4Orange,1,LHFBJADB_01521,-,+,1403267,1404298,343,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,BAA19318,368.0,322.0,5.0,290.0,24.0,339.0,25.47,1.92e-14,67.0,83.38,85.87,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,3.1e-26,9.999999999999999e-27,78.4,0.0,79.9,0.0,85.47,41.98,KRP1_SE058_G176_cluster4_Orange,Orange
176,,,3,,1,1,1665,KRP158G176c4Orange,1,LHFBJADB_01703,-,-,1576433,1577431,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397.0,259.0,98.0,310.0,121.0,376.0,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP1_SE058_G176_cluster4_Orange,Orange
177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP1_SE058_G49_cluster2_Green,Green
178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP1_SE058_G49_cluster3_Orange,Orange
179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP1_SE058_G50_cluster1_Green,Green
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP1_SE058_G50_cluster3_Orange,Orange
181,,,1,,1,1,1457,KRP158G51c1Orange,1,AONJBAEB_01485,-,-,1400405,1401403,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397,259,98,310,121,376,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP1_SE058_G51_cluster1_Orange,Orange
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP1_SE058_G51_cluster2_Green,Green
183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP1_SE058_G52_cluster1_Green,Green
184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP1_SE058_G52_cluster3_Orange,Orange
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP1_SE058_G_SE053_cluster1_Green,Green
186,,ID_1 ID_2,1,"Integrase BJBGFOBC_01708 could be attributed to multiple possibly nested ICE IME structures (ID_1, ID_2), please manually check. ",1,1,1670,KRP158G54c1Green,1,BJBGFOBC_01708,-,-,1494629,1495702,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,1.29e-19,82.8,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,5.3e-42,5.3e-42,129.7,0.3,129.7,0.3,98.26,45.94,KRP1_SE058_G54_cluster1_Green,Green
187,ID_1,,1,,0,1,1675,KRP158G54c1Green,1,BJBGFOBC_01713,-,-,1498062,1499393,443,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,1.4e-10,8.7e-11,26.9,0.0,27.6,0.0,83.78,42.66,KRP1_SE058_G54_cluster1_Green,Green
188,ID_2,,1,,0,1,1680,KRP158G54c1Green,1,BJBGFOBC_01718,-,-,1502222,1503622,466,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,2.5e-29,1.6e-29,88.2,0.0,88.9,0.0,93.24,41.85,KRP1_SE058_G54_cluster1_Green,Green
189,,,1,,1,1,608,KRP158G54c3Orange,1,DJBCCBJN_00620,-,-,575441,576439,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397,259,98,310,121,376,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP1_SE058_G54_cluster3_Orange,Orange
190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP1_SE058_G55_cluster1_Green,Green
191,,,1,,1,1,433,KRP158G55c3Orange,1,GIIDBAJM_00440,-,+,394773,395771,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397,259,98,310,121,376,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP1_SE058_G55_cluster3_Orange,Orange
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP1_SE058_G56_cluster1_Green,Green
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP1_SE058_G_SE057_cluster1_Green,Green
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP1_SE058_G59_cluster2_Green,Green
195,,,1,,1,1,597,KRP158G59c3Orange,1,DEBFODCP_00606,-,+,557689,558687,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397,259,98,310,121,376,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP1_SE058_G59_cluster3_Orange,Orange
196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP1_SE058_G60_cluster2_Green,Green
197,,,1,,1,1,848,KRP158G67c2Blue,1,KBLMBKPF_00862,-,-,789325,790389,354,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382,330,10,301,34,352,25.76,3.24e-14,66.6,82.49,83.51,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.2e-28,9.2e-31,86.2,0.2,93.1,2.0,98.26,42.94,KRP1_SE058_G67_cluster2_Blue,Blue
198,ID_1,,1,,0,1,450,KRP246G15c2Orange,1,MDFEPCIH_00460,-,+,442614,444014,466,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222.0,5.2e-30,3.3e-30,90.5,0.0,91.1,0.0,93.24,41.85,KRP2_SE046_G15_cluster2_Orange,Orange
199,ID_2,,1,,0,1,455,KRP246G15c2Orange,1,MDFEPCIH_00465,-,+,446843,448174,443,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp1,110.0,3.3e-12,1.6e-12,33.4,0.0,34.5,0.0,98.18,22.12,KRP2_SE046_G15_cluster2_Orange,Orange
200,ID_2,,1,Downstream integrase MDFEPCIH_00470 can be associated to structure ID_2 as nested within structure ID_1 associated to integrase MDFEPCIH_00576. ,1,1,460,KRP246G15c2Orange,1,MDFEPCIH_00470,-,+,450534,451607,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,1.86e-19,82.0,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172.0,9.8e-42,9.1e-42,128.8,0.3,128.9,1.6,98.26,45.94,KRP2_SE046_G15_cluster2_Orange,Orange
201,ID_1,,1,Downstream integrase MDFEPCIH_00576 can be associated to structure ID_1 and form a host structure of structure ID_2 associated to integrase MDFEPCIH_00470. ,1,1,560,KRP246G15c2Orange,1,MDFEPCIH_00576,-,+,546425,547423,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397.0,259.0,98.0,310.0,121.0,376.0,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172.0,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP2_SE046_G15_cluster2_Orange,Orange
202,,__IMEICEID_BasicEMStructure__3__,2,The SP MDFEPCIH_01871 seems to be an isolated relaxase and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,1824,KRP246G15c2Orange,1,MDFEPCIH_01871,-,-,1737448,1739430,660,-,Relaxase,,,,,,,,,,,,,,,,,,,,,,,,,,Relaxase,MOBP,T4SS_MOBP1,233.0,1.1e-18,1.1e-18,54.1,0.0,54.1,0.0,88.41,34.09,KRP2_SE046_G15_cluster2_Orange,Orange
203,,__IMEICEID_BasicEMStructure__4__,2,The SP MDFEPCIH_01906 seems to be an isolated relaxase and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,1,0,1857,KRP246G15c2Orange,1,MDFEPCIH_01906,-,+,1776232,1777197,321,-,Relaxase,Relaxase,Relaxase PF01446,AGP68116,317.0,264.0,20.0,275.0,19.0,271.0,29.92,7.980000000000001e-32,115.0,79.75,79.81,Relaxase,IME,-,-,PF01446,PF01446,-,-,-,validated,no,,,,,,,,,,,,,KRP2_SE046_G15_cluster2_Orange,Orange
204,,,1,,1,1,723,KRP246G16c2Orange,1,AKNCAPNL_00743,-,-,704235,705233,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397,259,98,310,121,376,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP2_SE046_G16_cluster2_Orange,Orange
205,,,1,,1,1,917,KRP246G17c2Orange,1,AKEKEJMP_00939,-,+,867060,868058,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397.0,259.0,98.0,310.0,121.0,376.0,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP2_SE046_G17_cluster2_Orange,Orange
206,,ID_1 ID_2,2,"Integrase AKEKEJMP_01315 could be attributed to multiple possibly nested ICE IME structures (ID_1, ID_2), please manually check. ",1,1,1287,KRP246G17c2Orange,1,AKEKEJMP_01315,-,-,1215173,1216246,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,1.86e-19,82.0,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,9.8e-42,9.1e-42,128.8,0.3,128.9,1.6,98.26,45.94,KRP2_SE046_G17_cluster2_Orange,Orange
207,ID_1,,2,,0,1,1292,KRP246G17c2Orange,1,AKEKEJMP_01320,-,-,1218606,1219937,443,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,8e-11,5.2e-11,27.7,0.0,28.3,0.0,83.78,42.66,KRP2_SE046_G17_cluster2_Orange,Orange
208,ID_2,,2,,0,1,1297,KRP246G17c2Orange,1,AKEKEJMP_01325,-,-,1222766,1224166,466,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,5.2e-30,3.3e-30,90.5,0.0,91.1,0.0,93.24,41.85,KRP2_SE046_G17_cluster2_Orange,Orange
209,ID_1,,1,,0,1,95,KRP246G18c2Orange,1,CPEABEPN_00096,-,+,83107,84507,466,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,5.2e-30,3.3e-30,90.5,0.0,91.1,0.0,93.24,41.85,KRP2_SE046_G18_cluster2_Orange,Orange
210,ID_2,,1,,0,1,100,KRP246G18c2Orange,1,CPEABEPN_00101,-,+,87336,88667,443,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,8e-11,5.2e-11,27.7,0.0,28.3,0.0,83.78,42.66,KRP2_SE046_G18_cluster2_Orange,Orange
211,,ID_1 ID_2,1,"Integrase CPEABEPN_00106 could be attributed to multiple possibly nested ICE IME structures (ID_1, ID_2), please manually check. ",1,1,105,KRP246G18c2Orange,1,CPEABEPN_00106,-,+,91027,92100,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,1.86e-19,82.0,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,9.8e-42,9.1e-42,128.8,0.3,128.9,1.6,98.26,45.94,KRP2_SE046_G18_cluster2_Orange,Orange
212,,,2,,1,1,963,KRP246G18c2Orange,1,CPEABEPN_00986,-,-,925187,926185,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397.0,259.0,98.0,310.0,121.0,376.0,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP2_SE046_G18_cluster2_Orange,Orange
213,ID_1,,1,Upstream integrase DLHNHBIH_00289 has been associated to the structure ID_1 pre-merging because it is adjacent to the conj module and there is no upstream/downstream ambiguity. ,1,1,277,KRP246G20c2Orange,1,DLHNHBIH_00289,-,+,267179,268177,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397.0,259.0,98.0,310.0,121.0,376.0,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP2_SE046_G20_cluster2_Orange,Orange
214,ID_1,,1,,0,1,376,KRP246G20c2Orange,1,DLHNHBIH_00390,-,+,357605,359005,466,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,5.2e-30,3.3e-30,90.5,0.0,91.1,0.0,93.24,41.85,KRP2_SE046_G20_cluster2_Orange,Orange
215,ID_2,,1,,0,1,381,KRP246G20c2Orange,1,DLHNHBIH_00395,-,+,361834,363165,443,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,8e-11,5.2e-11,27.7,0.0,28.3,0.0,83.78,42.66,KRP2_SE046_G20_cluster2_Orange,Orange
216,ID_2,,1,,1,1,386,KRP246G20c2Orange,1,DLHNHBIH_00400,-,+,365525,366598,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,1.86e-19,82.0,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,9.8e-42,9.1e-42,128.8,0.3,128.9,1.6,98.26,45.94,KRP2_SE046_G20_cluster2_Orange,Orange
217,,ID_1 ID_2,1,"Integrase ACAHKGGP_00147 could be attributed to multiple possibly nested ICE IME structures (ID_1, ID_2), please manually check. ",1,1,140,KRP246G21c1Orange,1,ACAHKGGP_00147,-,-,131335,132408,357,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO81971,382.0,363.0,10.0,333.0,12.0,365.0,25.34,1.86e-19,82.0,90.76,92.67,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,9.8e-42,9.1e-42,128.8,0.3,128.9,1.6,98.26,45.94,KRP2_SE046_G21_cluster1_Orange,Orange
218,ID_1,,1,,0,1,145,KRP246G21c1Orange,1,ACAHKGGP_00152,-,-,134768,136099,443,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,8e-11,5.2e-11,27.7,0.0,28.3,0.0,83.78,42.66,KRP2_SE046_G21_cluster1_Orange,Orange
219,ID_2,,1,,0,1,150,KRP246G21c1Orange,1,ACAHKGGP_00157,-,-,138928,140328,466,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,5.2e-30,3.3e-30,90.5,0.0,91.1,0.0,93.24,41.85,KRP2_SE046_G21_cluster1_Orange,Orange
220,,,2,,1,1,887,KRP246G21c1Orange,1,ACAHKGGP_00909,-,+,849661,850659,332,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,CAJ67935,397.0,259.0,98.0,310.0,121.0,376.0,27.41,2.32e-19,81.6,64.16,64.48,Integrase,ICE,-,-,-,-,-,-,-,possible_pseudogene,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,1.1e-36,3.1e-37,112.4,0.3,114.1,1.4,97.09,46.08,KRP2_SE046_G21_cluster1_Orange,Orange
221,,__IMEICEID_BasicEMStructure__3__,3,The SP ACAHKGGP_01880 seems to be an isolated relaxase and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,1833,KRP246G21c1Orange,1,ACAHKGGP_01880,-,-,1737415,1739475,686,-,Relaxase,,,,,,,,,,,,,,,,,,,,,,,,,,Relaxase,MOBQ,T4SS_MOBQ,217,4.8e-10,1.7e-10,25.6,0.0,27.1,0.0,40.09,12.24,KRP2_SE046_G21_cluster1_Orange,Orange
222,,,1,,1,1,928,KRP246G28c2Blue,1,OILOJBJF_00963,-,-,860124,861188,354,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO82259,379,265,70,301,82,346,25.66,8.44e-13,62.0,65.54,69.92,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,4.3e-25,4.8e-26,74.6,0.0,77.7,0.2,84.88,40.4,KRP2_SE046_G28_cluster2_Blue,Blue
