Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A561SUJ8	unreviewed	Formyl transferase C-terminal domain-containing protein	1128676	Pseudonocardia hierapolitana	567	IPR009188	1..566
A0A562MM39	unreviewed	Putative two-component system hydrogenase maturation factor HypX/HoxX	39844	Mesorhizobium tianshanense	587	IPR009188	1..587
A0A562UL32	unreviewed	Formyl transferase C-terminal domain-containing protein	406432	Stackebrandtia albiflava	565	IPR009188	1..564
A0A5B0FUR8	unreviewed	Formyl transferase	2597351	Pseudomonas sp. ANT_J12	570	IPR009188	4..570
A0A5B2V5Z3	unreviewed	Formyl transferase	129817	Pseudomonas brenneri	572	IPR009188	4..570
A0A5C4L2Y4	unreviewed	Formyl transferase	77298	Pseudomonas jessenii	572	IPR009188	4..571
A0A5C4PLJ1	unreviewed	Formyl transferase	2583807	Pseudomonas sp. ICMP22404	572	IPR009188	4..572
A0A5C4VHL1	unreviewed	Formyl transferase C-terminal domain-containing protein	2219224	Nonomuraea phyllanthi	567	IPR009188	1..565
A0A5C6IY21	unreviewed	Hydrogenase maturation protein	67331	Streptomyces misionensis	569	IPR009188	1..567
A0A5C7V1Z5	unreviewed	Hydrogenase maturation protein	42353	Nitrosomonas sp.	567	IPR009188	1..567
A0A5C7VYT4	unreviewed	Hydrogenase maturation protein	42354	Nitrosomonas oligotropha	576	IPR009188	1..575
A0A5C8QNZ4	unreviewed	Hydrogenase maturation protein	2517818	Streptomyces sp. IB2014 016-6	633	IPR009188	1..596
A0A5C8VPN3	unreviewed	Formyl transferase C-terminal domain-containing protein	2603900	Methylobacterium sp. WL7	582	IPR009188	1..573
A0A5C9B3Q1	unreviewed	HoxX	1869227	bacterium	566	IPR009188	1..556
A0A5C9BMK9	unreviewed	Formyl transferase	1898103	Rhodocyclaceae bacterium	563	IPR009188	1..561
A0A5C9C9V6	unreviewed	Formyl transferase domain-containing protein	1871071	Comamonadaceae bacterium	598	IPR009188	1..597
A0A5D0NT24	unreviewed	Formyl transferase	2604466	Nonomuraea sp. PA05	576	IPR009188	1..575
A0A5D3GBC6	unreviewed	Formyl transferase	47883	Pseudomonas synxantha	573	IPR009188	4..571
A0A5E6RB73	unreviewed	Methionyl-tRNA formyltransferase	294	Pseudomonas fluorescens	572	IPR009188	4..570
A0A5E6UH67	unreviewed	Methionyl-tRNA formyltransferase	294	Pseudomonas fluorescens	572	IPR009188	4..570
A0A5E7BIP4	unreviewed	Methionyl-tRNA formyltransferase	294	Pseudomonas fluorescens	576	IPR009188	4..575
A0A5E7IXA5	unreviewed	Formyl transferase C-terminal domain-containing protein	294	Pseudomonas fluorescens	574	IPR009188	4..574
A0A5E7MK35	unreviewed	Methionyl-tRNA formyltransferase	294	Pseudomonas fluorescens	572	IPR009188	4..571
A0A5E7SDY9	unreviewed	Methionyl-tRNA formyltransferase	294	Pseudomonas fluorescens	572	IPR009188	4..570
A0A5E7TKE5	unreviewed	Methionyl-tRNA formyltransferase	294	Pseudomonas fluorescens	572	IPR009188	4..570
A0A5E8VKY8	unreviewed	Hydrogenase maturation protein	2341115	Bradyrhizobium sp. LVM 105	566	IPR009188	1..565
A0A5F0JKZ9	unreviewed	Formyl transferase	2518647	Pseudomonas sp. BCA13	572	IPR009188	4..570
A0A5H2Y9J7	unreviewed	Hydrogenase maturation factor HoxX	1765049	Azospira sp. I09	577	IPR009188	4..576
A0A5J4L6X4	unreviewed	Hydrogenase maturation factor HoxX	285578	Streptomyces angustmyceticus	569	IPR009188	1..569
A0A5J5IH62	unreviewed	Hydrogenase maturation protein	2607284	Ginsengibacter hankyongi	582	IPR009188	1..568
A0A5J6I1I1	unreviewed	Hydrogenase maturation protein	116188	Streptomyces coeruleorubidus	581	IPR009188	1..579
A0A5J6J990	unreviewed	Formyl transferase C-terminal domain-containing protein	1960	Streptomyces vinaceus	604	IPR009188	1..586
A0A5N5E3G3	unreviewed	HoxX	1833	Rhodococcus erythropolis	536	IPR009188	1..536
A0A5N8W8C2	unreviewed	Hydrogenase maturation protein	1803180	Streptomyces phyllanthi	584	IPR009188	1..570
A0A5N8XP06	unreviewed	Hydrogenase maturation protein	565072	Streptomyces spongiae	579	IPR009188	1..577
A0A5P1DEZ7	unreviewed	Formyl transferase	2600065	Pseudomonas haemolytica	578	IPR009188	4..574
A0A5P2DB17	unreviewed	Hydrogenase maturation protein	54571	Streptomyces venezuelae	597	IPR009188	1..583
A0A5P2DTB3	unreviewed	Hydrogenase maturation protein	54571	Streptomyces venezuelae	583	IPR009188	1..575
A0A5P2W275	unreviewed	Hydrogenase maturation protein	40318	Streptomyces nodosus	578	IPR009188	1..573
A0A5P8JVX1	unreviewed	Hydrogenase maturation protein	2653200	Streptomyces phaeolivaceus	568	IPR009188	1..568
A0A5P8NZV6	unreviewed	Hydrogenase	2590022	Sulfurimonas lithotrophica	549	IPR009188	1..549
A0A5P9CS44	unreviewed	Formyl transferase C-terminal domain-containing protein	2587861	Labrenzia sp. THAF82	581	IPR009188	1..564
A0A5Q0MCS8	unreviewed	Formyl transferase C-terminal domain-containing protein	34073	Variovorax paradoxus	570	IPR009188	1..568
A0A5Q4GUF0	unreviewed	Hydrogenase maturation protein	1979961	Wenzhouxiangella sp.	557	IPR009188	1..557
A0A5Q4T6N3	unreviewed	Hydrogenase maturation protein	1828156	Streptomyces sp. t39	565	IPR009188	1..563
A0A5R8NQ53	unreviewed	Hydrogenase maturation protein	135487	Nocardia cyriacigeorgica	536	IPR009188	1..536
A0A5R8PIA7	unreviewed	Hydrogenase maturation protein	135487	Nocardia cyriacigeorgica	536	IPR009188	1..536
A0A5R9EI03	unreviewed	Formyl transferase C-terminal domain-containing protein	1817406	Streptomyces marianii	569	IPR009188	1..569
A0A5R9FM70	unreviewed	Formyl transferase C-terminal domain-containing protein	2580423	Streptomyces montanus	616	IPR009188	1..568
A0A5R9M9Q2	unreviewed	Hydrogenase maturation protein	2136173	Streptomyces sp. So13.3	553	IPR009188	1..553
A0A5S4ET36	unreviewed	Methionyl-tRNA formyltransferase	327160	Candidatus Accumulibacter phosphatis	575	IPR009188	1..573
A0A5S4F3D3	unreviewed	Formyl transferase C-terminal domain-containing protein	1642303	Nonomuraea zeae	567	IPR009188	1..566
A0A5S4VWK6	unreviewed	Hydrogenase maturation protein	515489	Bradyrhizobium cytisi	566	IPR009188	1..566
A0A5S4YB58	unreviewed	Hydrogenase maturation protein	2605638	Bradyrhizobium hipponense	566	IPR009188	1..566
A0A640SCE0	unreviewed	Hydrogenase maturation factor HoxX	285557	Streptomyces caniferus	569	IPR009188	1..568
A0A640T544	unreviewed	Hydrogenase maturation factor HoxX	249580	Streptomyces glebosus	570	IPR009188	1..570
A0A640TU19	unreviewed	Hydrogenase maturation factor HoxX	68044	Streptomyces libani subsp. libani	569	IPR009188	1..568
A0A640V0F9	unreviewed	Hydrogenase maturation factor HoxX	47759	Streptomyces tubercidicus	581	IPR009188	1..577
A0A646KLM3	unreviewed	Formyl transferase C-terminal domain-containing protein	1945	Streptomyces jumonjinensis	525	IPR009188	1..525
A0A646P3H2	unreviewed	Formyl transferase	2600065	Pseudomonas haemolytica	578	IPR009188	4..576
A0A656D701	unreviewed	Methionyl-tRNA formyltransferase	1643429	Kryptobacter tengchongensis	562	IPR009188	1..561
A0A661BU56	unreviewed	Hydrogenase maturation protein	1913989	Gammaproteobacteria bacterium	583	IPR009188	1..583
A0A661GPP0	unreviewed	Formyl transferase N-terminal domain-containing protein	1913989	Gammaproteobacteria bacterium	562	IPR009188	1..562
A0A6A0ANQ0	unreviewed	Formyl transferase C-terminal domain-containing protein	2705029	Streptomyces pacificus	566	IPR009188	1..566
A0A6A1TIZ1	unreviewed	Formyl transferase C-terminal domain-containing protein	399	Neorhizobium galegae	569	IPR009188	1..565
A0A6A7RUP3	unreviewed	Hydrogenase maturation protein	327160	Candidatus Accumulibacter phosphatis	581	IPR009188	1..579
A0A6B1KMS4	unreviewed	Formyl transferase C-terminal domain-containing protein	2690293	Streptomyces sp. SID5464	581	IPR009188	1..577
A0A6B2S4A0	unreviewed	Hydrogenase maturation protein	2706028	Streptomyces sp. SID10853	583	IPR009188	1..582
A0A6B8M492	unreviewed	Hydrogenase maturation protein	134	Methylocystis parvus	595	IPR009188	1..594
A0A6C0Q496	unreviewed	4-chlorobenzoyl coenzyme A dehalogenase-1	2705439	Streptomyces sp. S4.7	625	IPR009188	1..596
A0A6C1B1K9	unreviewed	Hydrogenase maturation protein	2016596	Nitrogeniibacter mangrovi	571	IPR009188	1..566
A0A6C1BT20	unreviewed	Formyl transferase C-terminal domain-containing protein	1632019	Hydrogenobacter sp. T-8	561	IPR009188	1..561
A0A6C2CR40	unreviewed	Hydrogenase maturation protein	1552750	Zoogloea oleivorans	575	IPR009188	1..575
A0A6G0F3M3	unreviewed	Hydrogenase maturation protein	2651869	Streptomyces sp. SS1-1	560	IPR009188	1..559
A0A6G2ICJ3	unreviewed	Hydrogenase maturation protein	2692198	Streptomyces sp. HUCO-GS316	573	IPR009188	1..571
A0A6G2Q1X2	unreviewed	Hydrogenase maturation protein	2690322	Streptomyces sp. SID685	521	IPR009188	1..521
A0A6G2S7B5	unreviewed	Hydrogenase maturation protein	2690339	Streptomyces sp. SID8354	578	IPR009188	1..577
A0A6G3CC53	unreviewed	Hydrogenase maturation protein	2690307	Streptomyces sp. SID5643	581	IPR009188	1..579
A0A6G3XXM9	unreviewed	Formyl transferase C-terminal domain-containing protein	2706086	Streptomyces sp. SID7499	581	IPR009188	1..580
A0A6G4TU11	unreviewed	Formyl transferase C-terminal domain-containing protein	1128680	Streptomyces coryli	556	IPR009188	1..556
A0A6G4TXN2	unreviewed	Hydrogenase maturation protein	1128680	Streptomyces coryli	563	IPR009188	1..561
A0A6G4WI78	unreviewed	Hydrogenase maturation protein	475069	Allomesorhizobium camelthorni	589	IPR009188	1..588
A0A6G5R8Y9	unreviewed	Hydrogenase maturation protein	67305	Streptomyces hawaiiensis	581	IPR009188	1..581
A0A6G7A334	unreviewed	Formyl transferase	1758730	Pseudomonas sp. BIOMIG1BAC	572	IPR009188	4..570
A0A6G7T4H3	unreviewed	Hydrogenase maturation protein	1265399	Streptomyces sp. ID38640	569	IPR009188	1..568
A0A6G9FE85	unreviewed	Hydrogenase maturation protein	2676871	Streptomyces sp. Tu 2975	571	IPR009188	1..569
A0A6G9Z4T1	unreviewed	Formyl transferase C-terminal domain-containing protein	455432	Nocardia terpenica	564	IPR009188	1..564
A0A6H1JJV5	unreviewed	Hydrogenase maturation protein	2721245	Streptomyces sp. RPA4-5	570	IPR009188	1..570
A0A6H1KSV2	unreviewed	Formyl transferase C-terminal domain-containing protein	2721244	Streptomyces sp. RPA4-2	570	IPR009188	1..565
A0A6H1NHB0	unreviewed	Hydrogenase maturation protein	2721246	Streptomyces sp. S1D4-11	603	IPR009188	1..580
A0A6H9UUJ6	unreviewed	Hydrogenase maturation protein	2615112	Streptomyces luteolifulvus	573	IPR009188	1..571
A0A6I0EJU6	unreviewed	Formyl transferase C-terminal domain-containing protein	82	Hyphomicrobium sp.	570	IPR009188	1..569
A0A6I1FQJ3	unreviewed	Formyl transferase C-terminal domain-containing protein	2653354	Bacillus aerolatus	559	IPR009188	1..557
A0A6I1NQQ0	unreviewed	Formyl transferase	2651296	Pseudomonas sp. MWU12-2323	571	IPR009188	4..570
A0A6I1Z2U3	unreviewed	Formyl transferase C-terminal domain-containing protein	2585197	Streptomyces sp. RB17	568	IPR009188	1..566
A0A6I3W8D1	unreviewed	Formyl transferase	1055469	Pseudomonas spelaei	572	IPR009188	4..571
A0A6I5EQG6	unreviewed	Hydrogenase maturation protein	2690296	Streptomyces sp. SID5469	618	IPR009188	1..602
A0A6I5HND7	unreviewed	Formyl transferase C-terminal domain-containing protein	2690264	Streptomyces sp. SID486	569	IPR009188	1..567
A0A6I6FEE4	unreviewed	Hydrogenase maturation protein	1977088	Streptomyces ficellus	574	IPR009188	1..569
A0A6I6NMM0	unreviewed	Formyl transferase C-terminal domain-containing protein	2686304	Streptomyces broussonetiae	574	IPR009188	1..569
A0A6I6S2U1	unreviewed	Hydrogenase maturation protein	2692234	Streptomyces sp. GS7	579	IPR009188	1..578
A0A6I7N347	unreviewed	Hydrogenase maturation protein	2093813	Thioalkalivibrio sp.	582	IPR009188	1..578
A0A6I7YSN9	unreviewed	Formyl transferase C-terminal domain-containing protein	1827853	Streptomyces sp. me109	570	IPR009188	1..566
A0A6I8M189	unreviewed	Formyl transferase C-terminal domain-containing protein	2606593	Amycolatopsis camponoti	569	IPR009188	1..556
A0A6J4F5G5	unreviewed	Hydrogenase maturation factor HoxX	2681466	Magnetospirillum sp. LM-5	538	IPR009188	1..538
A0A6J4F6J8	unreviewed	Formyl transferase N-terminal domain-containing protein	2681467	Magnetospirillum sp. UT-4	538	IPR009188	1..538
A0A6J4G2X1	unreviewed	Hydrogenase maturation factor HoxX	2681465	Magnetospirillum sp. SS-4	547	IPR009188	1..547
A0A6L3EMB1	unreviewed	Hydrogenase maturation protein	1977087	Pseudomonadota bacterium	565	IPR009188	1..565
A0A6L4YDJ9	unreviewed	Formyl transferase-like protein	1898103	Rhodocyclaceae bacterium	579	IPR009188	1..577
A0A6L5C0U4	unreviewed	Methionyl-tRNA formyltransferase	104087	Pseudomonas frederiksbergensis	570	IPR009188	4..569
A0A6M1S5K7	unreviewed	Formyl transferase N-terminal domain-containing protein	240521	Rhizobium daejeonense	561	IPR009188	1..561
A0A6M4PRA9	unreviewed	Hydrogenase maturation protein	2726118	Streptomyces argyrophylli	569	IPR009188	1..568
A0A6M4X3A7	unreviewed	Hydrogenase maturation protein	249586	Streptomyces asoensis	582	IPR009188	1..571
A0A6N0ZCG9	unreviewed	Hydrogenase maturation protein	2053492	Accumulibacter sp.	576	IPR009188	1..575
A0A6N1CJT9	unreviewed	Formyl transferase	2681983	Pseudomonas bijieensis	572	IPR009188	4..571
A0A6N1V8Q8	unreviewed	Hydrogenase maturation protein	2742145	Oricola thermophila	563	IPR009188	1..563
A0A6N2I1V4	unreviewed	Hydrogenase maturation protein	2478959	Streptomyces sp. sk2.1	559	IPR009188	1..552
A0A6N4E5J0	unreviewed	Hydrogenase maturation protein	2548426	Candidatus Sedimenticola endophacoides	565	IPR009188	1..564
A0A6N6L4T5	unreviewed	Hydrogenase maturation protein	1977087	Pseudomonadota bacterium	575	IPR009188	1..574
A0A6N6T5C9	unreviewed	Hydrogenase maturation protein	2015799	Hyphomicrobiaceae bacterium	564	IPR009188	1..563
A0A6N7GL50	unreviewed	Hydrogenase maturation protein	1909294	Hyphomicrobiales bacterium	640	IPR009188	1..592
A0A6N7HYZ7	unreviewed	Formyl transferase C-terminal domain-containing protein	1873463	Pseudonocardiaceae bacterium	570	IPR009188	1..559
A0A6N7KN07	unreviewed	Hydrogenase maturation protein	212423	Streptomyces kaniharaensis	570	IPR009188	1..569
A0A6N7L3C2	unreviewed	Hydrogenase maturation protein	212423	Streptomyces kaniharaensis	562	IPR009188	1..560
A0A6N7LK25	unreviewed	Formyl transferase C-terminal domain-containing protein	110322	Sinorhizobium terangae	563	IPR009188	1..562
A0A6N8DMC4	unreviewed	Hydrogenase maturation protein	1074	Rhodoblastus acidophilus	555	IPR009188	1..553
A0A6N9RID8	unreviewed	Hydrogenase maturation protein	1869339	Polaromonas sp.	600	IPR009188	7..600
A0A6P1CHF1	unreviewed	Hydrogenase maturation protein	135487	Nocardia cyriacigeorgica	536	IPR009188	1..536
A0A6P1D427	unreviewed	Hydrogenase maturation protein	135487	Nocardia cyriacigeorgica	537	IPR009188	1..537
A0A6P1R2Z9	unreviewed	Hydrogenase maturation protein	2493093	Bradyrhizobium sp. LCT2	566	IPR009188	1..566
A0A6S6XXR0	unreviewed	Hydrogenase maturation factor HoxX	311182	Denitratisoma oestradiolicum	557	IPR009188	1..557
A0A7C1TY48	unreviewed	Hydrogenase maturation protein	1913989	Gammaproteobacteria bacterium	568	IPR009188	1..567
A0A7C1X5X8	unreviewed	Hydrogenase maturation protein	1913989	Gammaproteobacteria bacterium	568	IPR009188	1..567
A0A7C2AE43	unreviewed	Formyl transferase C-terminal domain-containing protein	2268140	Thioploca sp.	615	IPR009188	1..615
A0A7C2VH04	unreviewed	Hydrogenase maturation protein	2152829	Hydrogenobacter sp.	568	IPR009188	1..567
A0A7C3G5S2	unreviewed	Hydrogenase maturation protein	1940289	Phaeodactylibacter sp.	580	IPR009188	1..568
A0A7C4E8R8	unreviewed	Hydrogenase maturation protein	1891241	Betaproteobacteria bacterium	570	IPR009188	1..569
A0A7C9PEF3	unreviewed	Formyl transferase N-terminal domain-containing protein	2707176	Ideonella livida	648	IPR009188	1..291,296..648
A0A7C9UZ76	unreviewed	Formyl transferase N-terminal domain-containing protein	908842	Magnetospirillum aberrantis SpK	547	IPR009188	1..547
A0A7D5NDV3	unreviewed	Hydrogenase maturation protein	2954383	Candidatus Accumulibacter cognatus	575	IPR009188	1..573
A0A7D5ZPF6	unreviewed	Hydrogenase maturation protein	2751189	Streptomyces sp. NEAU-sy36	569	IPR009188	1..567
A0A7G1KHJ9	unreviewed	Hydrogenase maturation factor HoxX	480035	Nocardia wallacei	564	IPR009188	1..564
A0A7G1NMW8	unreviewed	Hydrogenase maturation factor HoxX	68278	Streptomyces tuirus	581	IPR009188	1..579
A0A7G6XUI6	unreviewed	Hydrogenase maturation protein	2607753	Streptomyces sp. INR7	582	IPR009188	1..575
A0A7G7XAB8	unreviewed	Formyl transferase	380021	Pseudomonas protegens	572	IPR009188	4..570
A0A7G8VLN1	unreviewed	Formyl transferase C-terminal domain-containing protein	2762322	Variovorax sp. PAMC26660	570	IPR009188	1..569
A0A7H0I218	unreviewed	Hydrogenase maturation protein	2768068	Streptomyces genisteinicus	565	IPR009188	1..559
A0A7H0MCA0	unreviewed	Hydrogenase maturation protein	2725560	Kosakonia sp. SMBL-WEM22	583	IPR009188	1..577
A0A7H1QAS6	unreviewed	Hydrogenase maturation protein	146922	Streptomyces griseofuscus	582	IPR009188	1..574
A0A7H8GM01	unreviewed	Formyl transferase	2743971	Pseudomonas sp. 43A	572	IPR009188	4..570
A0A7H8HWC1	unreviewed	Formyl transferase C-terminal domain-containing protein	2742131	Amycolatopsis sp. Hca4	561	IPR009188	1..553
A0A7H8T2P8	unreviewed	Hydrogenase maturation protein	1969	Streptomyces chartreusis	568	IPR009188	1..567
A0A7K0CFM6	unreviewed	Methionyl-tRNA formyltransferase	2585196	Streptomyces smaragdinus	557	IPR009188	1..555
A0A7K0CUX0	unreviewed	Methionyl-tRNA formyltransferase	2585198	Nocardia macrotermitis	561	IPR009188	1..561
A0A7K1V2E9	unreviewed	Formyl transferase C-terminal domain-containing protein	2675851	Nocardia terrae	565	IPR009188	1..565
A0A7K2FVV7	unreviewed	Formyl transferase C-terminal domain-containing protein	2690292	Streptomyces sp. SID4985	569	IPR009188	1..568
A0A7K2JRE7	unreviewed	Hydrogenase maturation protein	2690312	Streptomyces sp. SID5910	571	IPR009188	1..569
A0A7K2PH74	unreviewed	Hydrogenase maturation protein	2690297	Streptomyces sp. SID5470	593	IPR009188	1..582
A0A7K2W1T0	unreviewed	Formyl transferase C-terminal domain-containing protein	2690256	Streptomyces sp. SID2888	578	IPR009188	1..573
A0A7K2Y462	unreviewed	Hydrogenase maturation protein	2690249	Streptomyces sp. SID1046	581	IPR009188	1..572
A0A7K3B5S3	unreviewed	Hydrogenase maturation protein	2690357	Streptomyces sp. SID8377	570	IPR009188	1..570
A0A7K3DNK9	unreviewed	Hydrogenase maturation protein	2690309	Streptomyces sp. SID5785	566	IPR009188	1..564
A0A7K3E5G6	unreviewed	Hydrogenase maturation protein	2690302	Streptomyces sp. SID5476	577	IPR009188	1..576
A0A7K3QNP9	unreviewed	Formyl transferase C-terminal domain-containing protein	2340725	Streptomyces bauhiniae	570	IPR009188	1..568
A0A7L6A3Q7	unreviewed	Hydrogenase maturation protein	1917218	Dechloromonas sp.	558	IPR009188	1..557
A0A7L8SBP5	unreviewed	Formyl transferase C-terminal domain-containing protein	2774875	Variovorax sp. 38R	570	IPR009188	1..568
A0A7M1KNL5	unreviewed	Formyl transferase	200451	Pseudomonas poae	572	IPR009188	4..570
A0A7M3M5E6	unreviewed	Hydrogenase maturation protein	2011095	Streptomyces sp. SAJ15	576	IPR009188	1..575
A0A7M3NW28	unreviewed	Hydrogenase maturation protein	1828179	Streptomyces sp. uw30	568	IPR009188	1..567
A0A7R7DQS9	unreviewed	Formyl transferase C-terminal domain-containing protein	227318	Actinocatenispora thailandica	546	IPR009188	1..546
A0A7S2P383	unreviewed	Formyl transferase C-terminal domain-containing protein	1333877	Zooxanthella nutricula	639	IPR009188	56..639
A0A7S6MMP6	unreviewed	Hydrogenase maturation protein	1913989	Gammaproteobacteria bacterium	566	IPR009188	1..566
A0A7S6MRD1	unreviewed	Hydrogenase maturation protein	1913989	Gammaproteobacteria bacterium	567	IPR009188	1..567
A0A7S7PSN1	unreviewed	Hydrogenase maturation protein	1325102	Bradyrhizobium sp. CCBAU 51765	566	IPR009188	1..566
A0A7S7S2T5	unreviewed	Formyl transferase	2777367	Pseudomonas sp. OST1909	573	IPR009188	4..571
A0A7S7UJI8	unreviewed	Hydrogenase maturation protein	1325112	Bradyrhizobium sp. CCBAU 53340	566	IPR009188	1..565
A0A7S7UZ57	unreviewed	Hydrogenase maturation protein	1325111	Bradyrhizobium sp. CCBAU 53338	566	IPR009188	1..565
A0A7S7W9R8	unreviewed	Hydrogenase maturation protein	1325114	Bradyrhizobium sp. CCBAU 53351	566	IPR009188	1..565
A0A7T1T516	unreviewed	Formyl transferase C-terminal domain-containing protein	2710756	Streptomyces bathyalis	567	IPR009188	1..562
A0A7U7B076	unreviewed	Hydrogenase maturation protein	2682548	Rhodospirillaceae bacterium LM-1	547	IPR009188	1..547
A0A7U8GS00	unreviewed	Hydrogenase maturation protein	207954	Neptuniibacter caesariensis	574	IPR009188	1..574
A0A7U9CNH5	unreviewed	HoxX	743713	Pseudomonas fluorescens R124	572	IPR009188	4..571
A0A7V2M9U8	unreviewed	Hydrogenase maturation protein	1891241	Betaproteobacteria bacterium	570	IPR009188	1..569
A0A7V7DRJ5	unreviewed	Hydrogenase maturation protein	1898112	Rhodospirillaceae bacterium	548	IPR009188	1..548
A0A7V7JL98	unreviewed	Hydrogenase maturation protein	1898112	Rhodospirillaceae bacterium	544	IPR009188	1..544
A0A7V7MUC2	unreviewed	Hydrogenase maturation protein	1977087	Pseudomonadota bacterium	574	IPR009188	1..574
A0A7V8BJ16	unreviewed	Formyl transferase C-terminal domain-containing protein	1891238	Burkholderiales bacterium	581	IPR009188	1..577
A0A7V8C057	unreviewed	Hydrogenase maturation protein	1898103	Rhodocyclaceae bacterium	604	IPR009188	1..579
A0A7V8F011	unreviewed	Formyl transferase	485751	Pseudomonas sp. LD120	572	IPR009188	4..570
A0A7W3RJ44	unreviewed	Hydrogenase maturation protein	33900	Streptomyces murinus	584	IPR009188	1..574
A0A7W4ZAC4	unreviewed	Formyl transferase C-terminal domain-containing protein	1562603	Microbulbifer rhizosphaerae	561	IPR009188	1..557
A0A7W4ZU62	unreviewed	Hydrogenase maturation protein	67380	Streptomyces violarus	578	IPR009188	1..578
A0A7W5AK38	unreviewed	Formyl transferase C-terminal domain-containing protein	113559	Actinoplanes campanulatus	560	IPR009188	1..560
A0A7W5N4W0	unreviewed	Formyl transferase	701213	Pseudomonas sp. Tn43	572	IPR009188	4..570
A0A7W5V4Z9	unreviewed	Putative two-component system hydrogenase maturation factor HypX/HoxX	65515	Nonomuraea dietziae	557	IPR009188	1..556
A0A7W6RFK1	unreviewed	Hydrogenase maturation protein	390880	Roseospira visakhapatnamensis	563	IPR009188	1..563
A0A7W6SM78	unreviewed	Hydrogenase maturation protein	1445730	Bradyrhizobium sp. cir1	566	IPR009188	1..566
A0A7W7DUW5	unreviewed	Hydrogenase maturation protein	68233	Streptomyces luteogriseus	581	IPR009188	1..580
A0A7W7G2G1	unreviewed	Formyl transferase C-terminal domain-containing protein	882441	Paractinoplanes abujensis	580	IPR009188	1..572
A0A7W7GVA6	unreviewed	Formyl transferase C-terminal domain-containing protein	135948	Actinoplanes octamycinicus	594	IPR009188	1..570
A0A7W7I4Q4	unreviewed	Formyl transferase C-terminal domain-containing protein	1868	Actinoplanes digitatis	596	IPR009188	1..575
A0A7W7M0D0	unreviewed	Hydrogenase maturation protein	66895	Streptomyces griseomycini	563	IPR009188	1..561
A0A7W7R917	unreviewed	Hydrogenase maturation protein	58351	Kitasatospora kifunensis	562	IPR009188	1..560
A0A7W7WHS3	unreviewed	Hydrogenase maturation protein	258050	Kitasatospora gansuensis	565	IPR009188	1..565
A0A7W8EKD3	unreviewed	Formyl transferase C-terminal domain-containing protein	714136	Nonomuraea endophytica	574	IPR009188	14..571
A0A7W9GED6	unreviewed	Formyl transferase C-terminal domain-containing protein	882448	Nonomuraea jabiensis	567	IPR009188	1..563
A0A7W9HCC2	unreviewed	Formyl transferase C-terminal domain-containing protein	36816	Streptomyces caelestis	581	IPR009188	1..577
A0A7W9PBN4	unreviewed	Formyl transferase C-terminal domain-containing protein	37333	Nocardia transvalensis	569	IPR009188	6..569
A0A7W9Q074	unreviewed	Formyl transferase C-terminal domain-containing protein	67293	Streptomyces echinatus	569	IPR009188	1..568
A0A7W9WJS5	unreviewed	Formyl transferase C-terminal domain-containing protein	66375	Streptomyces paradoxus	581	IPR009188	1..580
A0A7X0C312	unreviewed	Formyl transferase	1124761	Nonomuraea muscovyensis	567	IPR009188	1..564
A0A7X0GMU1	unreviewed	Hydrogenase maturation protein	2723074	Streptomyces sp. AK010	581	IPR009188	1..580
A0A7X0NWH9	unreviewed	Formyl transferase	46180	Nonomuraea rubra	571	IPR009188	1..569
A0A7X1FK91	unreviewed	Formyl transferase	1310370	Pseudomonas sp. MSSRFD41	572	IPR009188	4..570
A0A7X1LT73	unreviewed	Hydrogenase maturation protein	178566	Streptomyces mexicanus	569	IPR009188	1..562
A0A7X1PQU6	unreviewed	Formyl transferase	2614538	Pseudomonas piscis	572	IPR009188	4..570
A0A7X3IBU5	unreviewed	Formyl transferase C-terminal domain-containing protein	2603816	Methylobacterium sp. 2A	585	IPR009188	1..574
A0A7X6H0Z6	unreviewed	Hydrogenase maturation protein	2650661	Roseicyclus persicicus	557	IPR009188	1..556
A0A7X6LVD0	unreviewed	Two-component system hydrogenase maturation factor HypX/HoxX	132249	Nocardia veterana	563	IPR009188	1..563
A0A7Y0CSW9	unreviewed	Hydrogenase maturation protein	50421	Rhodoferax sp.	583	IPR009188	1..583
A0A7Y0D1J7	unreviewed	Hydrogenase maturation protein	2021635	Glaciimonas sp.	584	IPR009188	1..582
A0A7Y0DMC1	unreviewed	Formyl transferase N-terminal domain-containing protein	2021635	Glaciimonas sp.	584	IPR009188	1..584
A0A7Y0FXK4	unreviewed	Hydrogenase maturation protein	2728849	Rhizobium terricola	561	IPR009188	1..560
A0A7Y0WJ99	unreviewed	Formyl transferase	2717497	Pseudomonas sp. WS 5503	575	IPR009188	4..573
A0A7Y0Z0F0	unreviewed	Formyl transferase	2717488	Pseudomonas sp. WS 5413	572	IPR009188	4..570
A0A7Y0Z4D0	unreviewed	Formyl transferase	2717495	Pseudomonas sp. WS 5532	572	IPR009188	4..571
A0A7Y0ZFV5	unreviewed	Formyl transferase	2717489	Pseudomonas sp. WS 5010	572	IPR009188	4..569
A0A7Y1GHC3	unreviewed	Formyl transferase	2717478	Pseudomonas sp. WS 5414	572	IPR009188	4..570
A0A7Y1M9M3	unreviewed	Formyl transferase	1615674	Pseudomonas lactis	575	IPR009188	4..573
A0A7Y1Q2A2	unreviewed	Formyl transferase	1615674	Pseudomonas lactis	575	IPR009188	4..574
